,county,age group,est_population,est_age_16plus_pop,administered_date,partially_vaccinated,total_partially_vaccinated,fully_vaccinated,cumulative_fully_vaccinated,at_least_one_dose,cumulative_at_least_one_dose,cumulative_unvax_total_pop,cumulative_unvax_16plus_pop,% with at least one dose (out of entire pop),% fully vaccinated (out of entire pop)
32,Del Norte,50-64,5668.0,5668.0,2021-01-17,0.0,228.0,0.0,37.0,0.0,265.0,5403.0,5403.0,0.04675370501058575,0.00652787579393084
33,Yuba,18-49,35612.0,35612.0,2021-02-18,43.0,595.0,21.0,836.0,43.0,1431.0,34181.0,34181.0,0.04018308435358868,0.023475233067505336
34,Del Norte,50-64,5668.0,5668.0,2021-01-16,0.0,228.0,0.0,37.0,0.0,265.0,5403.0,5403.0,0.04675370501058575,0.00652787579393084
35,Yuba,18-49,35612.0,35612.0,2021-02-17,16.0,573.0,71.0,815.0,16.0,1388.0,34224.0,34224.0,0.03897562619341795,0.022885544198584747
36,Del Norte,50-64,5668.0,5668.0,2021-01-15,31.0,228.0,8.0,37.0,31.0,265.0,5403.0,5403.0,0.04675370501058575,0.00652787579393084
37,Yuba,18-49,35612.0,35612.0,2021-02-16,24.0,628.0,12.0,744.0,24.0,1372.0,34240.0,34240.0,0.03852633943614512,0.020891834213186567
38,Del Norte,50-64,5668.0,5668.0,2021-01-14,3.0,205.0,2.0,29.0,3.0,234.0,5434.0,5434.0,0.04128440366972477,0.0051164431898376855
39,Yuba,18-49,35612.0,35612.0,2021-02-15,6.0,616.0,4.0,732.0,6.0,1348.0,34264.0,34264.0,0.037852409300235874,0.020554869145231944
40,Del Norte,50-64,5668.0,5668.0,2021-01-13,8.0,204.0,13.0,27.0,8.0,231.0,5437.0,5437.0,0.04075511644318984,0.004763585038814397
41,Yuba,18-49,35612.0,35612.0,2021-02-14,2.0,614.0,1.0,728.0,2.0,1342.0,34270.0,34270.0,0.03768392676625856,0.020442547455913736
42,Del Norte,50-64,5668.0,5668.0,2021-01-12,11.0,209.0,7.0,14.0,11.0,223.0,5445.0,5445.0,0.039343683839096685,0.0024700070571630206
43,Yuba,18-49,35612.0,35612.0,2021-02-13,30.0,613.0,6.0,727.0,30.0,1340.0,34272.0,34272.0,0.037627765921599464,0.020414467033584186
44,Del Norte,50-64,5668.0,5668.0,2021-01-11,12.0,205.0,7.0,7.0,12.0,212.0,5456.0,5456.0,0.0374029640084686,0.0012350035285815103
45,Yuba,18-49,35612.0,35612.0,2021-02-12,21.0,589.0,14.0,721.0,21.0,1310.0,34302.0,34302.0,0.03678535325171291,0.020245984499606875
46,Del Norte,50-64,5668.0,5668.0,2021-01-10,0.0,200.0,0.0,0.0,0.0,200.0,5468.0,5468.0,0.035285815102328866,0.0
47,Yuba,18-49,35612.0,35612.0,2021-02-11,26.0,582.0,40.0,707.0,26.0,1289.0,34323.0,34323.0,0.036195664382792314,0.01985285858699315
48,Del Norte,50-64,5668.0,5668.0,2021-01-09,0.0,200.0,0.0,0.0,0.0,200.0,5468.0,5468.0,0.035285815102328866,0.0
49,Yuba,18-49,35612.0,35612.0,2021-02-10,18.0,596.0,69.0,667.0,18.0,1263.0,34349.0,34349.0,0.03546557340222397,0.018729641693811076
50,Del Norte,50-64,5668.0,5668.0,2021-01-08,15.0,200.0,0.0,0.0,15.0,200.0,5468.0,5468.0,0.035285815102328866,0.0
51,Yuba,18-49,35612.0,35612.0,2021-02-09,18.0,647.0,38.0,598.0,18.0,1245.0,34367.0,34367.0,0.034960125800292036,0.016792092553072
52,Del Norte,50-64,5668.0,5668.0,2021-01-07,10.0,185.0,0.0,0.0,10.0,185.0,5483.0,5483.0,0.0326393789696542,0.0
53,Yuba,18-49,35612.0,35612.0,2021-02-08,11.0,667.0,9.0,560.0,11.0,1227.0,34385.0,34385.0,0.0344546781983601,0.01572503650454903
54,Del Norte,50-64,5668.0,5668.0,2021-01-06,35.0,175.0,0.0,0.0,35.0,175.0,5493.0,5493.0,0.030875088214537758,0.0
55,Yuba,18-49,35612.0,35612.0,2021-02-07,2.0,665.0,3.0,551.0,2.0,1216.0,34396.0,34396.0,0.03414579355273503,0.015472312703583062
56,Del Norte,50-64,5668.0,5668.0,2021-01-05,16.0,140.0,0.0,0.0,16.0,140.0,5528.0,5528.0,0.024700070571630206,0.0
57,Yuba,18-49,35612.0,35612.0,2021-02-06,15.0,666.0,3.0,548.0,15.0,1214.0,34398.0,34398.0,0.03408963270807593,0.015388071436594406
58,Del Norte,50-64,5668.0,5668.0,2021-01-04,36.0,124.0,0.0,0.0,36.0,124.0,5544.0,5544.0,0.021877205363443897,0.0
59,Yuba,18-49,35612.0,35612.0,2021-02-05,15.0,654.0,49.0,545.0,15.0,1199.0,34413.0,34413.0,0.03366842637313265,0.01530383016960575
60,Del Norte,50-64,5668.0,5668.0,2021-01-03,0.0,88.0,0.0,0.0,0.0,88.0,5580.0,5580.0,0.015525758645024701,0.0
61,Yuba,18-49,35612.0,35612.0,2021-02-04,30.0,688.0,26.0,496.0,30.0,1184.0,34428.0,34428.0,0.033247220038189376,0.01392788947545771
62,Del Norte,50-64,5668.0,5668.0,2021-01-02,0.0,88.0,0.0,0.0,0.0,88.0,5580.0,5580.0,0.015525758645024701,0.0
63,Yuba,18-49,35612.0,35612.0,2021-02-03,11.0,684.0,58.0,470.0,11.0,1154.0,34458.0,34458.0,0.03240480736830282,0.013197798494889362
64,Del Norte,50-64,5668.0,5668.0,2021-01-01,0.0,88.0,0.0,0.0,0.0,88.0,5580.0,5580.0,0.015525758645024701,0.0
65,Yuba,18-49,35612.0,35612.0,2021-02-02,15.0,731.0,13.0,412.0,15.0,1143.0,34469.0,34469.0,0.03209592272267775,0.011569133999775357
66,Del Norte,50-64,5668.0,5668.0,2020-12-31,6.0,88.0,0.0,0.0,6.0,88.0,5580.0,5580.0,0.015525758645024701,0.0
67,Yuba,18-49,35612.0,35612.0,2021-02-01,20.0,729.0,16.0,399.0,20.0,1128.0,34484.0,34484.0,0.03167471638773447,0.011204088509491183
68,Del Norte,50-64,5668.0,5668.0,2020-12-30,22.0,82.0,0.0,0.0,22.0,82.0,5586.0,5586.0,0.014467184191954835,0.0
69,Yuba,18-49,35612.0,35612.0,2021-01-31,2.0,725.0,1.0,383.0,2.0,1108.0,34504.0,34504.0,0.031113107941143435,0.010754801752218353
70,Del Norte,50-64,5668.0,5668.0,2020-12-29,3.0,60.0,0.0,0.0,3.0,60.0,5608.0,5608.0,0.01058574453069866,0.0
71,Yuba,18-49,35612.0,35612.0,2021-01-30,26.0,724.0,7.0,382.0,26.0,1106.0,34506.0,34506.0,0.031056947096484332,0.010726721329888802
72,Del Norte,50-64,5668.0,5668.0,2020-12-28,10.0,57.0,0.0,0.0,10.0,57.0,5611.0,5611.0,0.010056457304163727,0.0
73,Yuba,18-49,35612.0,35612.0,2021-01-29,11.0,705.0,28.0,375.0,11.0,1080.0,34532.0,34532.0,0.030326856115915984,0.01053015837358194
74,Del Norte,50-64,5668.0,5668.0,2020-12-27,0.0,47.0,0.0,0.0,0.0,47.0,5621.0,5621.0,0.008292166549047283,0.0
75,Yuba,18-49,35612.0,35612.0,2021-01-28,20.0,722.0,26.0,347.0,20.0,1069.0,34543.0,34543.0,0.030017971470290915,0.009743906548354487
76,Del Norte,50-64,5668.0,5668.0,2020-12-26,0.0,47.0,0.0,0.0,0.0,47.0,5621.0,5621.0,0.008292166549047283,0.0
77,Yuba,18-49,35612.0,35612.0,2021-01-27,18.0,728.0,35.0,321.0,18.0,1049.0,34563.0,34563.0,0.029456363023699878,0.009013815567786139
78,Del Norte,50-64,5668.0,5668.0,2020-12-25,0.0,47.0,0.0,0.0,0.0,47.0,5621.0,5621.0,0.008292166549047283,0.0
79,Yuba,18-49,35612.0,35612.0,2021-01-26,15.0,745.0,39.0,286.0,15.0,1031.0,34581.0,34581.0,0.028950915421767944,0.008031000786251826
80,Del Norte,50-64,5668.0,5668.0,2020-12-24,0.0,47.0,0.0,0.0,0.0,47.0,5621.0,5621.0,0.008292166549047283,0.0
81,Yuba,18-49,35612.0,35612.0,2021-01-25,9.0,769.0,24.0,247.0,9.0,1016.0,34596.0,34596.0,0.028529709086824666,0.006935864315399304
82,Lassen,0-17,4381.0,358.0,2021-02-11,,,,,,,,,,
83,Yuba,18-49,35612.0,35612.0,2021-01-24,0.0,784.0,0.0,223.0,0.0,1007.0,34605.0,34605.0,0.0282769852858587,0.006261934179490059
84,Alameda,65+,285108.0,285108.0,2021-01-20,2945.0,15840.0,214.0,1016.0,2949.0,16856.0,268252.0,268252.0,0.05912145572905706,0.0035635618783057647
85,Yuba,18-49,35612.0,35612.0,2021-01-23,19.0,784.0,2.0,223.0,19.0,1007.0,34605.0,34605.0,0.0282769852858587,0.006261934179490059
86,Del Norte,50-64,5668.0,5668.0,2020-12-23,19.0,47.0,0.0,0.0,19.0,47.0,5621.0,5621.0,0.008292166549047283,0.0
87,Yuba,18-49,35612.0,35612.0,2021-01-22,8.0,767.0,6.0,221.0,8.0,988.0,34624.0,34624.0,0.027743457261597215,0.006205773334830956
88,Del Norte,50-64,5668.0,5668.0,2020-12-22,19.0,28.0,0.0,0.0,19.0,28.0,5640.0,5640.0,0.004940014114326041,0.0
89,Yuba,18-49,35612.0,35612.0,2021-01-21,20.0,765.0,5.0,215.0,20.0,980.0,34632.0,34632.0,0.0275188138829608,0.0060372908008536445
90,Del Norte,50-64,5668.0,5668.0,2020-12-21,9.0,9.0,0.0,0.0,9.0,9.0,5659.0,5659.0,0.001587861679604799,0.0
91,Yuba,18-49,35612.0,35612.0,2021-01-20,24.0,750.0,16.0,210.0,24.0,960.0,34652.0,34652.0,0.026957205436369765,0.005896888689205885
92,Del Norte,50-64,5668.0,5668.0,2020-12-20,0.0,0.0,0.0,0.0,0.0,0.0,5668.0,5668.0,0.0,0.0
93,Yuba,18-49,35612.0,35612.0,2021-01-19,13.0,742.0,12.0,194.0,13.0,936.0,34676.0,34676.0,0.02628327530046052,0.005447601931933057
94,Del Norte,50-64,5668.0,5668.0,2020-12-19,0.0,0.0,0.0,0.0,0.0,0.0,5668.0,5668.0,0.0,0.0
95,Yuba,18-49,35612.0,35612.0,2021-01-18,8.0,741.0,11.0,182.0,8.0,923.0,34689.0,34689.0,0.025918229810176344,0.005110636863978434
96,Del Norte,50-64,5668.0,5668.0,2020-12-18,0.0,0.0,0.0,0.0,0.0,0.0,5668.0,5668.0,0.0,0.0
97,Yuba,18-49,35612.0,35612.0,2021-01-17,4.0,744.0,5.0,171.0,4.0,915.0,34697.0,34697.0,0.02569358643153993,0.004801752218353364
98,Del Norte,50-64,5668.0,5668.0,2020-12-17,0.0,0.0,0.0,0.0,0.0,0.0,5668.0,5668.0,0.0,0.0
99,Yuba,18-49,35612.0,35612.0,2021-01-16,66.0,745.0,8.0,166.0,66.0,911.0,34701.0,34701.0,0.025581264742221724,0.004661350106705605
100,Del Norte,50-64,5668.0,5668.0,2020-12-16,0.0,0.0,0.0,0.0,0.0,0.0,5668.0,5668.0,0.0,0.0
101,Yuba,18-49,35612.0,35612.0,2021-01-15,67.0,687.0,5.0,158.0,67.0,845.0,34767.0,34767.0,0.023727956868471303,0.00443670672806919
102,Del Norte,50-64,5668.0,5668.0,2020-12-15,0.0,0.0,0.0,0.0,0.0,0.0,5668.0,5668.0,0.0,0.0
103,Yuba,18-49,35612.0,35612.0,2021-01-14,42.0,625.0,11.0,153.0,42.0,778.0,34834.0,34834.0,0.02184656857239133,0.004296304616421431
104,Del Norte,65+,5131.0,5131.0,2021-04-27,2.0,630.0,9.0,2841.0,3.0,3471.0,1660.0,1660.0,0.6764763204053791,0.5536932371857338
105,Yuba,18-49,35612.0,35612.0,2021-01-13,20.0,594.0,39.0,142.0,20.0,736.0,34876.0,34876.0,0.020667190834550153,0.003987419970796361
106,Del Norte,65+,5131.0,5131.0,2021-04-26,1.0,636.0,18.0,2832.0,1.0,3468.0,1663.0,1663.0,0.6758916390567141,0.5519391931397388
107,Yuba,18-49,35612.0,35612.0,2021-01-12,24.0,613.0,48.0,103.0,24.0,716.0,34896.0,34896.0,0.020105582387959117,0.002892283499943839
108,Del Norte,65+,5131.0,5131.0,2021-04-25,1.0,653.0,0.0,2814.0,1.0,3467.0,1664.0,1664.0,0.6756967452738257,0.548431105047749
109,Yuba,18-49,35612.0,35612.0,2021-01-11,17.0,637.0,24.0,55.0,17.0,692.0,34920.0,34920.0,0.01943165225204987,0.001544423228125351
110,Del Norte,65+,5131.0,5131.0,2021-04-24,0.0,652.0,1.0,2814.0,0.0,3466.0,1665.0,1665.0,0.6755018514909374,0.548431105047749
111,Yuba,18-49,35612.0,35612.0,2021-01-10,54.0,644.0,17.0,31.0,54.0,675.0,34937.0,34937.0,0.01895428507244749,0.0008704930922161069
112,Del Norte,65+,5131.0,5131.0,2021-04-23,8.0,653.0,32.0,2813.0,8.0,3466.0,1665.0,1665.0,0.6755018514909374,0.5482362112648607
113,Yuba,18-49,35612.0,35612.0,2021-01-09,4.0,607.0,2.0,14.0,4.0,621.0,34991.0,34991.0,0.01743794226665169,0.0003931259126137257
114,Del Norte,65+,5131.0,5131.0,2021-04-22,18.0,677.0,17.0,2781.0,18.0,3458.0,1673.0,1673.0,0.6739427012278308,0.5419996102124343
115,Yuba,18-49,35612.0,35612.0,2021-01-08,41.0,605.0,5.0,12.0,41.0,617.0,34995.0,34995.0,0.017325620577333483,0.000336965067954622
116,Del Norte,65+,5131.0,5131.0,2021-04-21,12.0,676.0,49.0,2764.0,12.0,3440.0,1691.0,1691.0,0.670434613135841,0.5386864159033327
117,Yuba,18-49,35612.0,35612.0,2021-01-07,50.0,569.0,1.0,7.0,50.0,576.0,35036.0,35036.0,0.016174323261821857,0.00019656295630686286
118,Del Norte,65+,5131.0,5131.0,2021-04-20,8.0,713.0,22.0,2715.0,8.0,3428.0,1703.0,1703.0,0.668095887741181,0.5291366205418048
119,Yuba,18-49,35612.0,35612.0,2021-01-06,73.0,520.0,5.0,6.0,73.0,526.0,35086.0,35086.0,0.014770302145344265,0.000168482533977311
120,Del Norte,65+,5131.0,5131.0,2021-04-19,1.0,727.0,28.0,2693.0,1.0,3420.0,1711.0,1711.0,0.6665367374780744,0.5248489573182615
121,Yuba,18-49,35612.0,35612.0,2021-01-05,49.0,452.0,1.0,1.0,49.0,453.0,35159.0,35159.0,0.012720431315286981,2.8080422329551836e-05
122,Del Norte,65+,5131.0,5131.0,2021-04-18,0.0,754.0,0.0,2665.0,0.0,3419.0,1712.0,1712.0,0.6663418436951861,0.5193919313973884
123,Yuba,18-49,35612.0,35612.0,2021-01-04,52.0,404.0,0.0,0.0,52.0,404.0,35208.0,35208.0,0.011344490621138941,0.0
124,Del Norte,65+,5131.0,5131.0,2021-04-17,6.0,754.0,0.0,2665.0,6.0,3419.0,1712.0,1712.0,0.6663418436951861,0.5193919313973884
125,Yuba,18-49,35612.0,35612.0,2021-01-03,4.0,352.0,0.0,0.0,4.0,352.0,35260.0,35260.0,0.009884308660002247,0.0
126,Del Norte,65+,5131.0,5131.0,2021-04-16,7.0,748.0,56.0,2665.0,7.0,3413.0,1718.0,1718.0,0.6651724809978562,0.5193919313973884
127,Yuba,18-49,35612.0,35612.0,2021-01-02,13.0,348.0,0.0,0.0,13.0,348.0,35264.0,35264.0,0.009771986970684038,0.0
128,Del Norte,65+,5131.0,5131.0,2021-04-15,7.0,797.0,79.0,2609.0,7.0,3406.0,1725.0,1725.0,0.6638082245176379,0.5084778795556422
129,Yuba,18-49,35612.0,35612.0,2021-01-01,0.0,335.0,0.0,0.0,0.0,335.0,35277.0,35277.0,0.009406941480399866,0.0
130,Del Norte,65+,5131.0,5131.0,2021-04-14,27.0,869.0,60.0,2530.0,27.0,3399.0,1732.0,1732.0,0.6624439680374196,0.49308127070746444
131,Yuba,18-49,35612.0,35612.0,2020-12-31,23.0,335.0,0.0,0.0,23.0,335.0,35277.0,35277.0,0.009406941480399866,0.0
132,Del Norte,65+,5131.0,5131.0,2021-04-13,28.0,902.0,35.0,2470.0,28.0,3372.0,1759.0,1759.0,0.6571818358994348,0.48138764373416487
133,Yuba,18-49,35612.0,35612.0,2020-12-30,44.0,312.0,0.0,0.0,44.0,312.0,35300.0,35300.0,0.008761091766820174,0.0
134,Del Norte,65+,5131.0,5131.0,2021-04-12,0.0,909.0,2.0,2435.0,1.0,3344.0,1787.0,1787.0,0.6517248099785616,0.47456636133307345
135,Yuba,18-49,35612.0,35612.0,2020-12-29,49.0,268.0,0.0,0.0,49.0,268.0,35344.0,35344.0,0.007525553184319892,0.0
136,Del Norte,65+,5131.0,5131.0,2021-04-11,0.0,910.0,1.0,2433.0,1.0,3343.0,1788.0,1788.0,0.6515299161956734,0.4741765737672968
137,Yuba,18-49,35612.0,35612.0,2020-12-28,29.0,219.0,0.0,0.0,29.0,219.0,35393.0,35393.0,0.006149612490171852,0.0
138,Del Norte,65+,5131.0,5131.0,2021-04-10,4.0,910.0,7.0,2432.0,10.0,3342.0,1789.0,1789.0,0.6513350224127851,0.4739816799844085
139,Yuba,18-49,35612.0,35612.0,2020-12-27,9.0,190.0,0.0,0.0,9.0,190.0,35422.0,35422.0,0.005335280242614849,0.0
140,Del Norte,65+,5131.0,5131.0,2021-04-09,14.0,907.0,21.0,2425.0,28.0,3332.0,1799.0,1799.0,0.6493860845839018,0.4726174235041902
141,Yuba,18-49,35612.0,35612.0,2020-12-26,10.0,181.0,0.0,0.0,10.0,181.0,35431.0,35431.0,0.005082556441648883,0.0
142,Del Norte,65+,5131.0,5131.0,2021-04-08,15.0,900.0,39.0,2404.0,25.0,3304.0,1827.0,1827.0,0.6439290586630286,0.4685246540635354
143,Yuba,18-49,35612.0,35612.0,2020-12-25,0.0,171.0,0.0,0.0,0.0,171.0,35441.0,35441.0,0.004801752218353364,0.0
144,Del Norte,65+,5131.0,5131.0,2021-04-07,47.0,914.0,63.0,2365.0,69.0,3279.0,1852.0,1852.0,0.6390567140908205,0.46092379653089066
145,Yuba,18-49,35612.0,35612.0,2020-12-24,16.0,171.0,0.0,0.0,16.0,171.0,35441.0,35441.0,0.004801752218353364,0.0
146,Del Norte,65+,5131.0,5131.0,2021-04-06,19.0,908.0,80.0,2302.0,29.0,3210.0,1921.0,1921.0,0.625609043071526,0.44864548820892614
147,Yuba,18-49,35612.0,35612.0,2020-12-23,37.0,155.0,0.0,0.0,37.0,155.0,35457.0,35457.0,0.004352465461080535,0.0
148,Alameda,18-49,709483.0,709483.0,2020-12-31,1102.0,14607.0,1.0,2.0,1102.0,14609.0,694874.0,694874.0,0.020591050102680402,2.8189540834664115e-06
149,Yuba,18-49,35612.0,35612.0,2020-12-22,64.0,118.0,0.0,0.0,64.0,118.0,35494.0,35494.0,0.0033134898348871167,0.0
150,Alameda,65+,285108.0,285108.0,2021-01-19,1843.0,13105.0,172.0,802.0,1844.0,13907.0,271201.0,271201.0,0.04877800693070696,0.002812969120473645
151,Yuba,18-49,35612.0,35612.0,2020-12-21,24.0,54.0,0.0,0.0,24.0,54.0,35558.0,35558.0,0.0015163428057957992,0.0
152,Del Norte,65+,5131.0,5131.0,2021-04-05,13.0,959.0,2.0,2222.0,14.0,3181.0,1950.0,1950.0,0.6199571233677645,0.43305398557786007
153,Yuba,18-49,35612.0,35612.0,2020-12-20,14.0,30.0,0.0,0.0,14.0,30.0,35582.0,35582.0,0.0008424126698865551,0.0
154,Del Norte,65+,5131.0,5131.0,2021-04-04,0.0,947.0,1.0,2220.0,1.0,3167.0,1964.0,1964.0,0.617228610407328,0.4326641980120834
155,Yuba,18-49,35612.0,35612.0,2020-12-19,5.0,16.0,0.0,0.0,5.0,16.0,35596.0,35596.0,0.00044928675727282937,0.0
156,Del Norte,65+,5131.0,5131.0,2021-04-03,1.0,947.0,33.0,2219.0,5.0,3166.0,1965.0,1965.0,0.6170337166244397,0.4324693042291951
157,Yuba,18-49,35612.0,35612.0,2020-12-18,6.0,11.0,0.0,0.0,6.0,11.0,35601.0,35601.0,0.0003088846456250702,0.0
158,Del Norte,65+,5131.0,5131.0,2021-04-02,26.0,975.0,81.0,2186.0,41.0,3161.0,1970.0,1970.0,0.6160592477099981,0.42603780939388036
159,Yuba,18-49,35612.0,35612.0,2020-12-17,2.0,5.0,0.0,0.0,2.0,5.0,35607.0,35607.0,0.00014040211164775918,0.0
160,Del Norte,65+,5131.0,5131.0,2021-04-01,9.0,1015.0,33.0,2105.0,19.0,3120.0,2011.0,2011.0,0.6080686026115767,0.41025141297992596
161,Yuba,18-49,35612.0,35612.0,2020-12-16,3.0,3.0,0.0,0.0,3.0,3.0,35609.0,35609.0,8.42412669886555e-05,0.0
162,Del Norte,65+,5131.0,5131.0,2021-03-31,31.0,1029.0,66.0,2072.0,34.0,3101.0,2030.0,2030.0,0.6043656207366985,0.4038199181446112
163,Yuba,18-49,35612.0,35612.0,2020-12-15,0.0,0.0,0.0,0.0,0.0,0.0,35612.0,35612.0,0.0,0.0
164,Del Norte,65+,5131.0,5131.0,2021-03-30,23.0,1061.0,123.0,2006.0,28.0,3067.0,2064.0,2064.0,0.5977392321184954,0.39095692847398167
165,Yuba,50-64,11011.0,11011.0,2021-04-27,19.0,1932.0,35.0,3809.0,20.0,5741.0,5270.0,5270.0,0.521387703205885,0.345926800472255
166,Del Norte,65+,5131.0,5131.0,2021-03-29,20.0,1156.0,11.0,1883.0,27.0,3039.0,2092.0,2092.0,0.5922822061976223,0.3669849931787176
167,Yuba,50-64,11011.0,11011.0,2021-04-26,24.0,1947.0,48.0,3774.0,25.0,5721.0,5290.0,5290.0,0.5195713377531559,0.3427481609299791
168,Del Norte,65+,5131.0,5131.0,2021-03-28,1.0,1140.0,2.0,1872.0,1.0,3012.0,2119.0,2119.0,0.5870200740596375,0.364841161566946
169,Yuba,50-64,11011.0,11011.0,2021-04-25,10.0,1970.0,9.0,3726.0,10.0,5696.0,5315.0,5315.0,0.5173008809372446,0.3383888838434293
170,Del Norte,65+,5131.0,5131.0,2021-03-27,6.0,1141.0,43.0,1870.0,13.0,3011.0,2120.0,2120.0,0.5868251802767491,0.36445137400116934
171,Yuba,50-64,11011.0,11011.0,2021-04-24,29.0,1969.0,32.0,3717.0,29.0,5686.0,5325.0,5325.0,0.5163926982108801,0.3375715193897012
172,Del Norte,65+,5131.0,5131.0,2021-03-26,84.0,1171.0,13.0,1827.0,84.0,2998.0,2133.0,2133.0,0.5842915610992009,0.35607094133697137
173,Yuba,50-64,11011.0,11011.0,2021-04-23,43.0,1972.0,59.0,3685.0,43.0,5657.0,5354.0,5354.0,0.5137589683044228,0.33466533466533466
174,Del Norte,65+,5131.0,5131.0,2021-03-25,27.0,1100.0,63.0,1814.0,27.0,2914.0,2217.0,2217.0,0.5679204833365815,0.35353732215942313
175,Yuba,50-64,11011.0,11011.0,2021-04-22,43.0,1988.0,73.0,3626.0,43.0,5614.0,5397.0,5397.0,0.5098537825810553,0.3293070565797839
176,Del Norte,65+,5131.0,5131.0,2021-03-24,63.0,1136.0,80.0,1751.0,72.0,2887.0,2244.0,2244.0,0.5626583511985968,0.3412590138374586
177,Yuba,50-64,11011.0,11011.0,2021-04-21,48.0,2018.0,194.0,3553.0,48.0,5571.0,5440.0,5440.0,0.5059485968576878,0.3226773226773227
178,Del Norte,65+,5131.0,5131.0,2021-03-23,32.0,1144.0,110.0,1671.0,36.0,2815.0,2316.0,2316.0,0.5486259988306373,0.32566751120639253
179,Yuba,50-64,11011.0,11011.0,2021-04-20,50.0,2164.0,50.0,3359.0,50.0,5523.0,5488.0,5488.0,0.501589319771138,0.3050585777858505
180,Del Norte,65+,5131.0,5131.0,2021-03-22,27.0,1218.0,1.0,1561.0,27.0,2779.0,2352.0,2352.0,0.5416098226466576,0.3042291950886767
181,Yuba,50-64,11011.0,11011.0,2021-04-19,34.0,2164.0,63.0,3309.0,34.0,5473.0,5538.0,5538.0,0.4970484061393152,0.3005176641540278
182,Del Norte,65+,5131.0,5131.0,2021-03-21,0.0,1192.0,0.0,1560.0,0.0,2752.0,2379.0,2379.0,0.5363476905086728,0.30403430130578835
183,Yuba,50-64,11011.0,11011.0,2021-04-18,6.0,2193.0,12.0,3246.0,6.0,5439.0,5572.0,5572.0,0.49396058486967576,0.2947961129779312
184,Alpine,0-17,176.0,30.0,2021-02-28,,,,,,,,,,
185,Yuba,50-64,11011.0,11011.0,2021-04-17,62.0,2199.0,24.0,3234.0,62.0,5433.0,5578.0,5578.0,0.49341567523385704,0.2937062937062937
186,Lassen,0-17,4381.0,358.0,2021-04-02,,,,,,,,,,
187,Yuba,50-64,11011.0,11011.0,2021-04-16,70.0,2161.0,61.0,3210.0,70.0,5371.0,5640.0,5640.0,0.4877849423303969,0.2915266551630188
188,Del Norte,65+,5131.0,5131.0,2021-03-20,5.0,1192.0,97.0,1560.0,5.0,2752.0,2379.0,2379.0,0.5363476905086728,0.30403430130578835
189,Yuba,50-64,11011.0,11011.0,2021-04-15,41.0,2152.0,66.0,3149.0,41.0,5301.0,5710.0,5710.0,0.48142766324584507,0.2859867405321951
190,Del Norte,65+,5131.0,5131.0,2021-03-19,55.0,1284.0,140.0,1463.0,58.0,2747.0,2384.0,2384.0,0.5353732215942312,0.28512960436562074
191,Yuba,50-64,11011.0,11011.0,2021-04-14,37.0,2177.0,223.0,3083.0,37.0,5260.0,5751.0,5751.0,0.47770411406775043,0.27999273453818907
192,Del Norte,65+,5131.0,5131.0,2021-03-18,96.0,1366.0,101.0,1323.0,96.0,2689.0,2442.0,2442.0,0.5240693821867083,0.2578444747612551
193,Yuba,50-64,11011.0,11011.0,2021-04-13,83.0,2363.0,86.0,2860.0,83.0,5223.0,5788.0,5788.0,0.47434383798020163,0.2597402597402597
194,Del Norte,65+,5131.0,5131.0,2021-03-17,42.0,1371.0,79.0,1222.0,43.0,2593.0,2538.0,2538.0,0.505359579029429,0.2381602026895342
195,Yuba,50-64,11011.0,11011.0,2021-04-12,41.0,2366.0,44.0,2774.0,52.0,5140.0,5871.0,5871.0,0.4668059213513759,0.25192988829352464
196,Del Norte,65+,5131.0,5131.0,2021-03-16,85.0,1407.0,13.0,1143.0,85.0,2550.0,2581.0,2581.0,0.49697914636523094,0.22276359384135647
197,Yuba,50-64,11011.0,11011.0,2021-04-11,15.0,2358.0,20.0,2730.0,19.0,5088.0,5923.0,5923.0,0.4620833711742803,0.24793388429752067
198,Del Norte,65+,5131.0,5131.0,2021-03-15,26.0,1335.0,4.0,1130.0,26.0,2465.0,2666.0,2666.0,0.48041317481972323,0.22022997466380823
199,Yuba,50-64,11011.0,11011.0,2021-04-10,32.0,2359.0,168.0,2710.0,157.0,5069.0,5942.0,5942.0,0.4603578239941876,0.24611751884479158
200,Lassen,0-17,4381.0,358.0,2021-02-10,,,,,,,,,,
201,Yuba,50-64,11011.0,11011.0,2021-04-09,57.0,2370.0,88.0,2542.0,91.0,4912.0,6099.0,6099.0,0.4460993551902643,0.23086004904186722
202,Del Norte,65+,5131.0,5131.0,2021-03-14,0.0,1313.0,1.0,1126.0,0.0,2439.0,2692.0,2692.0,0.4753459364646268,0.21945039953225493
203,Yuba,50-64,11011.0,11011.0,2021-04-08,90.0,2367.0,149.0,2454.0,171.0,4821.0,6190.0,6190.0,0.43783489238034695,0.22286804104985924
204,Del Norte,65+,5131.0,5131.0,2021-03-13,32.0,1314.0,2.0,1125.0,32.0,2439.0,2692.0,2692.0,0.4753459364646268,0.21925550574936659
205,Yuba,50-64,11011.0,11011.0,2021-04-07,126.0,2345.0,145.0,2305.0,148.0,4650.0,6361.0,6361.0,0.4223049677595132,0.2093361184270275
206,Del Norte,65+,5131.0,5131.0,2021-03-12,40.0,1284.0,44.0,1123.0,40.0,2407.0,2724.0,2724.0,0.46910933541220035,0.21886571818358994
