,county,age group,est_population,est_age_16plus_pop,administered_date,partially_vaccinated,total_partially_vaccinated,fully_vaccinated,cumulative_fully_vaccinated,at_least_one_dose,cumulative_at_least_one_dose,cumulative_unvax_total_pop,cumulative_unvax_16plus_pop,% with at least one dose (out of entire pop),% fully vaccinated (out of entire pop)
15119,Santa Barbara,0-17,102992.0,10848.0,2021-02-12,1.0,35.0,2.0,19.0,1.0,54.0,102938.0,10794.0,0.000524312567966444,0.00018448034798819327
15120,Inyo,65+,4963.0,4963.0,2021-03-02,59.0,1750.0,55.0,764.0,59.0,2514.0,2449.0,2449.0,0.5065484585935925,0.153939149707838
15121,Santa Barbara,0-17,102992.0,10848.0,2021-02-11,2.0,36.0,4.0,17.0,2.0,53.0,102939.0,10795.0,0.0005146030759670654,0.00016506136398943607
15122,Inyo,65+,4963.0,4963.0,2021-03-03,15.0,1739.0,26.0,790.0,15.0,2529.0,2434.0,2434.0,0.5095708240983277,0.15917791658271208
15123,Santa Barbara,0-17,102992.0,10848.0,2021-02-10,0.0,38.0,4.0,13.0,0.0,51.0,102941.0,10797.0,0.0004951840919683083,0.0001262233959919217
15124,Inyo,65+,4963.0,4963.0,2021-02-26,0.0,1745.0,37.0,699.0,0.0,2444.0,2519.0,2519.0,0.4924440862381624,0.14084223252065284
15125,Santa Barbara,0-17,102992.0,10848.0,2021-02-09,1.0,42.0,0.0,9.0,1.0,51.0,102941.0,10797.0,0.0004951840919683083,8.738542799440733e-05
15126,Inyo,65+,4963.0,4963.0,2021-02-25,46.0,1782.0,45.0,662.0,46.0,2444.0,2519.0,2519.0,0.4924440862381624,0.13338706427563973
15127,Santa Barbara,0-17,102992.0,10848.0,2021-02-08,0.0,41.0,0.0,9.0,0.0,50.0,102942.0,10798.0,0.00048547459996892963,8.738542799440733e-05
15128,Inyo,65+,4963.0,4963.0,2021-02-21,234.0,1805.0,0.0,496.0,234.0,2301.0,2662.0,2662.0,0.46363086842635504,0.0999395526899053
15129,Santa Barbara,0-17,102992.0,10848.0,2021-02-07,3.0,41.0,0.0,9.0,3.0,50.0,102942.0,10798.0,0.00048547459996892963,8.738542799440733e-05
15130,Inyo,65+,4963.0,4963.0,2021-02-22,22.0,1812.0,15.0,511.0,22.0,2323.0,2640.0,2640.0,0.4680636711666331,0.10296191819464035
15131,Santa Barbara,0-17,102992.0,10848.0,2021-02-06,1.0,38.0,2.0,9.0,1.0,47.0,102945.0,10801.0,0.00045634612397079386,8.738542799440733e-05
15132,Inyo,65+,4963.0,4963.0,2021-02-16,69.0,1040.0,46.0,465.0,69.0,1505.0,3458.0,3458.0,0.3032440056417489,0.09369333064678621
15133,Santa Barbara,0-17,102992.0,10848.0,2021-02-05,2.0,39.0,0.0,7.0,2.0,46.0,102946.0,10802.0,0.00044663663197141523,6.796644399565015e-05
15134,Inyo,65+,4963.0,4963.0,2021-02-17,6.0,1028.0,18.0,483.0,6.0,1511.0,3452.0,3452.0,0.30445295184364296,0.09732016925246827
15135,Santa Barbara,0-17,102992.0,10848.0,2021-01-30,1.0,32.0,0.0,2.0,1.0,34.0,102958.0,10814.0,0.00033012272797887214,1.9418983998757184e-05
15136,Inyo,65+,4963.0,4963.0,2021-02-15,5.0,1017.0,17.0,419.0,5.0,1436.0,3527.0,3527.0,0.2893411243199678,0.0844247430989321
15137,Santa Barbara,0-17,102992.0,10848.0,2021-01-29,1.0,31.0,0.0,2.0,1.0,33.0,102959.0,10815.0,0.00032041323597949357,1.9418983998757184e-05
15138,Inyo,65+,4963.0,4963.0,2021-02-14,1.0,1029.0,0.0,402.0,1.0,1431.0,3532.0,3532.0,0.28833366915172276,0.08099939552689905
15139,Santa Barbara,0-17,102992.0,10848.0,2021-01-28,2.0,30.0,0.0,2.0,2.0,32.0,102960.0,10816.0,0.00031070374398011494,1.9418983998757184e-05
15140,Inyo,65+,4963.0,4963.0,2021-02-06,1.0,778.0,1.0,159.0,1.0,937.0,4026.0,4026.0,0.18879709852911544,0.032037074350191416
15141,Santa Barbara,0-17,102992.0,10848.0,2021-01-27,1.0,28.0,0.0,2.0,1.0,30.0,102962.0,10818.0,0.0002912847599813578,1.9418983998757184e-05
15142,Inyo,65+,4963.0,4963.0,2021-02-07,4.0,782.0,0.0,159.0,4.0,941.0,4022.0,4022.0,0.18960306266371146,0.032037074350191416
15143,Santa Barbara,0-17,102992.0,10848.0,2021-01-26,1.0,27.0,0.0,2.0,1.0,29.0,102963.0,10819.0,0.00028157526798197916,1.9418983998757184e-05
15144,Inyo,65+,4963.0,4963.0,2021-02-04,68.0,724.0,33.0,157.0,68.0,881.0,4082.0,4082.0,0.1775136006447713,0.03163409228289341
15145,Santa Barbara,0-17,102992.0,10848.0,2021-01-25,1.0,26.0,0.0,2.0,1.0,28.0,102964.0,10820.0,0.0002718657759826006,1.9418983998757184e-05
15146,Inyo,65+,4963.0,4963.0,2021-02-05,55.0,778.0,1.0,158.0,55.0,936.0,4027.0,4027.0,0.18859560749546644,0.03183558331654241
15147,Santa Barbara,0-17,102992.0,10848.0,2021-01-24,1.0,25.0,0.0,2.0,1.0,27.0,102965.0,10821.0,0.000262156283983222,1.9418983998757184e-05
15148,Inyo,65+,4963.0,4963.0,2021-02-01,1.0,595.0,2.0,114.0,1.0,709.0,4254.0,4254.0,0.14285714285714285,0.0229699778359863
15149,Santa Barbara,0-17,102992.0,10848.0,2021-01-23,1.0,24.0,0.0,2.0,1.0,26.0,102966.0,10822.0,0.0002524467919838434,1.9418983998757184e-05
15150,Inyo,65+,4963.0,4963.0,2021-01-28,42.0,584.0,21.0,99.0,42.0,683.0,4280.0,4280.0,0.13761837598226878,0.01994761233125126
15151,Santa Barbara,0-17,102992.0,10848.0,2021-01-22,0.0,23.0,0.0,2.0,0.0,25.0,102967.0,10823.0,0.00024273729998446482,1.9418983998757184e-05
15152,Inyo,65+,4963.0,4963.0,2021-01-31,2.0,596.0,13.0,112.0,2.0,708.0,4255.0,4255.0,0.14265565182349385,0.022566995768688293
15153,Santa Barbara,0-17,102992.0,10848.0,2021-01-21,5.0,23.0,0.0,2.0,5.0,25.0,102967.0,10823.0,0.00024273729998446482,1.9418983998757184e-05
15154,Inyo,65+,4963.0,4963.0,2021-01-30,7.0,607.0,0.0,99.0,7.0,706.0,4257.0,4257.0,0.14225266975619585,0.01994761233125126
15155,Santa Barbara,0-17,102992.0,10848.0,2021-01-20,4.0,18.0,0.0,2.0,4.0,20.0,102972.0,10828.0,0.00019418983998757184,1.9418983998757184e-05
15156,Inyo,65+,4963.0,4963.0,2021-01-24,0.0,423.0,0.0,77.0,0.0,500.0,4463.0,4463.0,0.10074551682450131,0.015514809590973202
15157,Santa Barbara,0-17,102992.0,10848.0,2021-01-19,0.0,14.0,2.0,2.0,0.0,16.0,102976.0,10832.0,0.00015535187199005747,1.9418983998757184e-05
15158,Inyo,65+,4963.0,4963.0,2021-01-26,95.0,549.0,0.0,78.0,95.0,627.0,4336.0,4336.0,0.12633487809792465,0.015716300624622204
15159,Santa Barbara,0-17,102992.0,10848.0,2021-01-18,1.0,16.0,0.0,0.0,1.0,16.0,102976.0,10832.0,0.00015535187199005747,0.0
15160,Inyo,65+,4963.0,4963.0,2021-01-22,7.0,386.0,0.0,77.0,7.0,463.0,4500.0,4500.0,0.09329034857948822,0.015514809590973202
15161,Santa Barbara,0-17,102992.0,10848.0,2021-01-17,0.0,15.0,0.0,0.0,0.0,15.0,102977.0,10833.0,0.0001456423799906789,0.0
15162,Inyo,65+,4963.0,4963.0,2021-01-21,64.0,379.0,0.0,77.0,64.0,456.0,4507.0,4507.0,0.0918799113439452,0.015514809590973202
15163,Santa Barbara,0-17,102992.0,10848.0,2021-01-16,3.0,15.0,0.0,0.0,3.0,15.0,102977.0,10833.0,0.0001456423799906789,0.0
15164,Inyo,65+,4963.0,4963.0,2021-01-17,0.0,210.0,0.0,52.0,0.0,262.0,4701.0,4701.0,0.05279065081603869,0.010477533749748136
15165,Santa Barbara,0-17,102992.0,10848.0,2021-01-15,1.0,12.0,0.0,0.0,1.0,12.0,102980.0,10836.0,0.00011651390399254311,0.0
15166,Inyo,65+,4963.0,4963.0,2021-01-19,70.0,274.0,0.0,70.0,70.0,344.0,4619.0,4619.0,0.0693129155752569,0.014104372355430184
15167,Santa Barbara,0-17,102992.0,10848.0,2021-01-14,0.0,11.0,0.0,0.0,0.0,11.0,102981.0,10837.0,0.00010680441199316452,0.0
15168,Inyo,65+,4963.0,4963.0,2021-01-16,0.0,210.0,13.0,52.0,0.0,262.0,4701.0,4701.0,0.05279065081603869,0.010477533749748136
15169,Santa Barbara,0-17,102992.0,10848.0,2021-01-13,1.0,11.0,0.0,0.0,1.0,11.0,102981.0,10837.0,0.00010680441199316452,0.0
15170,Inyo,65+,4963.0,4963.0,2021-01-15,104.0,223.0,0.0,39.0,104.0,262.0,4701.0,4701.0,0.05279065081603869,0.007858150312311102
15171,Santa Barbara,0-17,102992.0,10848.0,2021-01-12,3.0,10.0,0.0,0.0,3.0,10.0,102982.0,10838.0,9.709491999378592e-05,0.0
15172,Inyo,65+,4963.0,4963.0,2021-01-05,6.0,108.0,0.0,0.0,6.0,108.0,4855.0,4855.0,0.021761031634092282,0.0
15173,Santa Barbara,0-17,102992.0,10848.0,2020-12-21,0.0,0.0,0.0,0.0,0.0,0.0,102992.0,10848.0,0.0,0.0
15174,Inyo,65+,4963.0,4963.0,2021-01-07,4.0,130.0,0.0,0.0,4.0,130.0,4833.0,4833.0,0.02619383437437034,0.0
15175,Santa Barbara,0-17,102992.0,10848.0,2021-01-11,2.0,7.0,0.0,0.0,2.0,7.0,102985.0,10841.0,6.796644399565015e-05,0.0
15176,Inyo,65+,4963.0,4963.0,2021-01-04,0.0,102.0,0.0,0.0,0.0,102.0,4861.0,4861.0,0.020552085432198268,0.0
15177,Santa Barbara,0-17,102992.0,10848.0,2021-01-10,0.0,5.0,0.0,0.0,0.0,5.0,102987.0,10843.0,4.854745999689296e-05,0.0
15178,Inyo,65+,4963.0,4963.0,2021-01-01,0.0,102.0,0.0,0.0,0.0,102.0,4861.0,4861.0,0.020552085432198268,0.0
15179,Santa Barbara,0-17,102992.0,10848.0,2021-01-09,0.0,5.0,0.0,0.0,0.0,5.0,102987.0,10843.0,4.854745999689296e-05,0.0
15180,Inyo,65+,4963.0,4963.0,2020-12-28,19.0,73.0,0.0,0.0,19.0,73.0,4890.0,4890.0,0.014708845456377191,0.0
15181,Santa Barbara,0-17,102992.0,10848.0,2021-01-08,2.0,5.0,0.0,0.0,2.0,5.0,102987.0,10843.0,4.854745999689296e-05,0.0
15182,Inyo,65+,4963.0,4963.0,2020-12-27,0.0,54.0,0.0,0.0,0.0,54.0,4909.0,4909.0,0.010880515817046141,0.0
15183,Santa Barbara,0-17,102992.0,10848.0,2021-01-07,0.0,3.0,0.0,0.0,0.0,3.0,102989.0,10845.0,2.9128475998135777e-05,0.0
15184,Inyo,65+,4963.0,4963.0,2020-12-23,11.0,41.0,0.0,0.0,11.0,41.0,4922.0,4922.0,0.008261132379609107,0.0
15185,Santa Barbara,0-17,102992.0,10848.0,2021-01-06,0.0,3.0,0.0,0.0,0.0,3.0,102989.0,10845.0,2.9128475998135777e-05,0.0
15186,Inyo,65+,4963.0,4963.0,2020-12-22,12.0,30.0,0.0,0.0,12.0,30.0,4933.0,4933.0,0.006044731009470079,0.0
15187,Santa Barbara,0-17,102992.0,10848.0,2021-01-05,0.0,3.0,0.0,0.0,0.0,3.0,102989.0,10845.0,2.9128475998135777e-05,0.0
15188,Inyo,65+,4963.0,4963.0,2020-12-16,0.0,0.0,0.0,0.0,0.0,0.0,4963.0,4963.0,0.0,0.0
15189,Santa Barbara,0-17,102992.0,10848.0,2021-01-04,0.0,3.0,0.0,0.0,0.0,3.0,102989.0,10845.0,2.9128475998135777e-05,0.0
15190,Inyo,65+,4963.0,4963.0,2020-12-15,0.0,0.0,0.0,0.0,0.0,0.0,4963.0,4963.0,0.0,0.0
15191,Santa Barbara,0-17,102992.0,10848.0,2021-01-03,0.0,3.0,0.0,0.0,0.0,3.0,102989.0,10845.0,2.9128475998135777e-05,0.0
15192,Lassen,0-17,4381.0,358.0,2020-12-19,,,,,,,,,,
15193,Santa Barbara,0-17,102992.0,10848.0,2021-01-02,0.0,3.0,0.0,0.0,0.0,3.0,102989.0,10845.0,2.9128475998135777e-05,0.0
15194,Lassen,0-17,4381.0,358.0,2020-12-18,,,,,,,,,,
15195,Santa Barbara,0-17,102992.0,10848.0,2021-01-01,0.0,3.0,0.0,0.0,0.0,3.0,102989.0,10845.0,2.9128475998135777e-05,0.0
15196,Plumas,0-17,2759.0,402.0,2021-04-22,,,,,,,,,,
15197,Santa Barbara,0-17,102992.0,10848.0,2020-12-31,0.0,3.0,0.0,0.0,0.0,3.0,102989.0,10845.0,2.9128475998135777e-05,0.0
15198,Plumas,0-17,2759.0,402.0,2021-04-21,,,,,,,,,,
15199,Santa Barbara,0-17,102992.0,10848.0,2020-12-30,0.0,3.0,0.0,0.0,0.0,3.0,102989.0,10845.0,2.9128475998135777e-05,0.0
15200,Mono,65+,3013.0,3013.0,2020-12-16,0.0,0.0,0.0,0.0,0.0,0.0,3013.0,3013.0,0.0,0.0
15201,Santa Barbara,0-17,102992.0,10848.0,2020-12-29,3.0,3.0,0.0,0.0,3.0,3.0,102989.0,10845.0,2.9128475998135777e-05,0.0
15202,Mendocino,65+,21698.0,21698.0,2020-12-16,0.0,0.0,0.0,0.0,0.0,0.0,21698.0,21698.0,0.0,0.0
15203,Santa Barbara,0-17,102992.0,10848.0,2020-12-28,0.0,0.0,0.0,0.0,0.0,0.0,102992.0,10848.0,0.0,0.0
15204,Mendocino,65+,21698.0,21698.0,2020-12-20,1.0,30.0,0.0,0.0,1.0,30.0,21668.0,21668.0,0.0013826159093003963,0.0
15205,Santa Barbara,0-17,102992.0,10848.0,2020-12-27,0.0,0.0,0.0,0.0,0.0,0.0,102992.0,10848.0,0.0,0.0
15206,Mendocino,65+,21698.0,21698.0,2020-12-22,32.0,76.0,0.0,0.0,32.0,76.0,21622.0,21622.0,0.0035026269702276708,0.0
15207,Santa Barbara,0-17,102992.0,10848.0,2020-12-26,0.0,0.0,0.0,0.0,0.0,0.0,102992.0,10848.0,0.0,0.0
15208,Mendocino,65+,21698.0,21698.0,2020-12-28,10.0,137.0,0.0,0.0,10.0,137.0,21561.0,21561.0,0.006313945985805144,0.0
15209,Santa Barbara,0-17,102992.0,10848.0,2020-12-25,0.0,0.0,0.0,0.0,0.0,0.0,102992.0,10848.0,0.0,0.0
15210,Mendocino,65+,21698.0,21698.0,2021-01-01,5.0,206.0,0.0,0.0,5.0,206.0,21492.0,21492.0,0.009493962577196055,0.0
15211,Santa Barbara,0-17,102992.0,10848.0,2020-12-24,0.0,0.0,0.0,0.0,0.0,0.0,102992.0,10848.0,0.0,0.0
15212,Mendocino,65+,21698.0,21698.0,2021-01-05,15.0,495.0,0.0,0.0,15.0,495.0,21203.0,21203.0,0.02281316250345654,0.0
15213,Santa Barbara,0-17,102992.0,10848.0,2020-12-23,0.0,0.0,0.0,0.0,0.0,0.0,102992.0,10848.0,0.0,0.0
15214,Mendocino,65+,21698.0,21698.0,2021-01-13,161.0,744.0,9.0,63.0,162.0,807.0,20891.0,20891.0,0.03719236796018066,0.0029034934095308325
15215,Santa Barbara,0-17,102992.0,10848.0,2020-12-22,0.0,0.0,0.0,0.0,0.0,0.0,102992.0,10848.0,0.0,0.0
15216,Kern,0-17,252241.0,27756.0,2020-12-21,0.0,0.0,0.0,0.0,0.0,0.0,252241.0,27756.0,0.0,0.0
15217,Santa Barbara,0-17,102992.0,10848.0,2020-12-20,0.0,0.0,0.0,0.0,0.0,0.0,102992.0,10848.0,0.0,0.0
15218,Kern,0-17,252241.0,27756.0,2021-04-15,123.0,2887.0,34.0,541.0,123.0,3428.0,248813.0,24328.0,0.013590177647567208,0.0021447742436796558
15219,Santa Barbara,0-17,102992.0,10848.0,2020-12-19,0.0,0.0,0.0,0.0,0.0,0.0,102992.0,10848.0,0.0,0.0
15220,Plumas,0-17,2759.0,402.0,2021-04-20,,,,,,,,,,
15221,Santa Barbara,0-17,102992.0,10848.0,2020-12-18,0.0,0.0,0.0,0.0,0.0,0.0,102992.0,10848.0,0.0,0.0
15222,Plumas,0-17,2759.0,402.0,2021-04-19,,,,,,,,,,
15223,Santa Barbara,0-17,102992.0,10848.0,2020-12-17,0.0,0.0,0.0,0.0,0.0,0.0,102992.0,10848.0,0.0,0.0
15224,Inyo,65+,4963.0,4963.0,2021-03-21,0.0,700.0,0.0,2180.0,0.0,2880.0,2083.0,2083.0,0.5802941769091275,0.4392504533548257
15225,Santa Barbara,0-17,102992.0,10848.0,2020-12-16,0.0,0.0,0.0,0.0,0.0,0.0,102992.0,10848.0,0.0,0.0
15226,Kern,0-17,252241.0,27756.0,2020-12-22,0.0,0.0,0.0,0.0,0.0,0.0,252241.0,27756.0,0.0,0.0
15227,Santa Barbara,0-17,102992.0,10848.0,2020-12-15,0.0,0.0,0.0,0.0,0.0,0.0,102992.0,10848.0,0.0,0.0
15228,Inyo,65+,4963.0,4963.0,2020-12-26,13.0,54.0,0.0,0.0,13.0,54.0,4909.0,4909.0,0.010880515817046141,0.0
15229,Santa Barbara,18-49,204141.0,204141.0,2021-04-27,292.0,43412.0,154.0,53274.0,301.0,96686.0,107455.0,107455.0,0.47362362288810184,0.2609666847913942
15230,Inyo,65+,4963.0,4963.0,2020-12-17,0.0,0.0,0.0,0.0,0.0,0.0,4963.0,4963.0,0.0,0.0
15231,Santa Barbara,18-49,204141.0,204141.0,2021-04-26,274.0,43265.0,1167.0,53120.0,277.0,96385.0,107756.0,107756.0,0.47214915181173794,0.26021230424069636
15232,Inyo,65+,4963.0,4963.0,2020-12-19,6.0,6.0,0.0,0.0,6.0,6.0,4957.0,4957.0,0.0012089462018940156,0.0
15233,Santa Barbara,18-49,204141.0,204141.0,2021-04-25,138.0,44155.0,476.0,51953.0,138.0,96108.0,108033.0,108033.0,0.47079224653548285,0.2544956672104085
15234,Inyo,65+,4963.0,4963.0,2020-12-24,0.0,41.0,0.0,0.0,0.0,41.0,4922.0,4922.0,0.008261132379609107,0.0
15235,Santa Barbara,18-49,204141.0,204141.0,2021-04-24,874.0,44493.0,812.0,51477.0,879.0,95970.0,108171.0,108171.0,0.4701162431848575,0.25216394550825166
15236,Inyo,65+,4963.0,4963.0,2021-01-11,6.0,119.0,8.0,18.0,6.0,137.0,4826.0,4826.0,0.02760427160991336,0.0036268386056820473
15237,Santa Barbara,18-49,204141.0,204141.0,2021-04-23,1149.0,44426.0,1659.0,50665.0,1149.0,95091.0,109050.0,109050.0,0.46581039575587463,0.24818630260457233
15238,Inyo,65+,4963.0,4963.0,2020-12-29,1.0,74.0,0.0,0.0,1.0,74.0,4889.0,4889.0,0.014910336490026195,0.0
15239,Santa Barbara,18-49,204141.0,204141.0,2021-04-22,927.0,44936.0,1918.0,49006.0,927.0,93942.0,110199.0,110199.0,0.4601819330756683,0.2400595666720551
15240,Inyo,65+,4963.0,4963.0,2021-01-06,18.0,126.0,0.0,0.0,18.0,126.0,4837.0,4837.0,0.02538787023977433,0.0
15241,Santa Barbara,18-49,204141.0,204141.0,2021-04-21,1249.0,45927.0,1785.0,47088.0,1249.0,93015.0,111126.0,111126.0,0.45564095404646787,0.2306640998133643
15242,Inyo,65+,4963.0,4963.0,2021-01-14,9.0,119.0,0.0,39.0,9.0,158.0,4805.0,4805.0,0.03183558331654241,0.007858150312311102
15243,Santa Barbara,18-49,204141.0,204141.0,2021-04-20,1127.0,46463.0,2109.0,45303.0,1127.0,91766.0,112375.0,112375.0,0.44952263386580843,0.22192014343027613
15244,Inyo,65+,4963.0,4963.0,2021-01-18,12.0,204.0,18.0,70.0,12.0,274.0,4689.0,4689.0,0.05520854321982672,0.014104372355430184
15245,Santa Barbara,18-49,204141.0,204141.0,2021-04-19,663.0,47445.0,691.0,43194.0,664.0,90639.0,113502.0,113502.0,0.4440019398357018,0.21158904874571988
15246,Inyo,65+,4963.0,4963.0,2021-01-23,37.0,423.0,0.0,77.0,37.0,500.0,4463.0,4463.0,0.10074551682450131,0.015514809590973202
15247,Santa Barbara,18-49,204141.0,204141.0,2021-04-18,257.0,47472.0,687.0,42503.0,257.0,89975.0,114166.0,114166.0,0.4407492860326931,0.2082041334175888
15248,Inyo,65+,4963.0,4963.0,2021-01-29,16.0,600.0,0.0,99.0,16.0,699.0,4264.0,4264.0,0.14084223252065284,0.01994761233125126
15249,Santa Barbara,18-49,204141.0,204141.0,2021-04-17,2909.0,47902.0,528.0,41816.0,2909.0,89718.0,114423.0,114423.0,0.43949035225652855,0.2048388123894759
15250,Inyo,65+,4963.0,4963.0,2021-02-18,72.0,1090.0,10.0,493.0,72.0,1583.0,3380.0,3380.0,0.3189603062663712,0.09933507958895829
15251,Santa Barbara,18-49,204141.0,204141.0,2021-04-16,3243.0,45521.0,933.0,41288.0,3249.0,86809.0,117332.0,117332.0,0.42524039756834736,0.20225236478708344
15252,Inyo,65+,4963.0,4963.0,2021-02-03,41.0,689.0,8.0,124.0,41.0,813.0,4150.0,4150.0,0.16381221035663912,0.024984888172476325
15253,Santa Barbara,18-49,204141.0,204141.0,2021-04-15,2853.0,43205.0,1742.0,40355.0,2854.0,83560.0,120581.0,120581.0,0.4093249273786256,0.19768199430785585
15254,Inyo,65+,4963.0,4963.0,2021-02-09,102.0,919.0,50.0,217.0,102.0,1136.0,3827.0,3827.0,0.22889381422526697,0.04372355430183357
15255,Santa Cruz,65+,52720.0,52720.0,2021-02-22,337.0,23505.0,209.0,7146.0,337.0,30651.0,22069.0,22069.0,0.5813922610015174,0.13554628224582702
15256,Inyo,65+,4963.0,4963.0,2021-02-11,95.0,1012.0,60.0,293.0,95.0,1305.0,3658.0,3658.0,0.2629457989119484,0.05903687285915777
15257,Santa Barbara,18-49,204141.0,204141.0,2021-04-14,3098.0,42093.0,1475.0,38613.0,3098.0,80706.0,123435.0,123435.0,0.39534439431569357,0.18914867664996252
15258,Inyo,65+,4963.0,4963.0,2021-02-13,6.0,1028.0,37.0,402.0,6.0,1430.0,3533.0,3533.0,0.28813217811807373,0.08099939552689905
15259,Santa Barbara,18-49,204141.0,204141.0,2021-04-13,1800.0,40470.0,2500.0,37138.0,1803.0,77608.0,126533.0,126533.0,0.38016860895165594,0.18192327851827902
15260,Plumas,0-17,2759.0,402.0,2021-04-18,,,,,,,,,,
15261,Santa Barbara,18-49,204141.0,204141.0,2021-04-12,1409.0,41167.0,1622.0,34638.0,1778.0,75805.0,128336.0,128336.0,0.37133647821848625,0.16967684100695107
15262,Inyo,65+,4963.0,4963.0,2021-02-20,477.0,1571.0,2.0,496.0,477.0,2067.0,2896.0,2896.0,0.4164819665524884,0.0999395526899053
15263,Santa Barbara,18-49,204141.0,204141.0,2021-04-11,1305.0,41011.0,449.0,33016.0,1521.0,74027.0,130114.0,130114.0,0.3626268118604298,0.1617313523496015
15264,Inyo,65+,4963.0,4963.0,2021-02-23,45.0,1787.0,70.0,581.0,45.0,2368.0,2595.0,2595.0,0.47713076768083823,0.11706629055007052
15265,Santa Barbara,18-49,204141.0,204141.0,2021-04-10,3018.0,39939.0,1124.0,32567.0,3413.0,72506.0,131635.0,131635.0,0.3551760792785379,0.159531892172567
15266,Inyo,65+,4963.0,4963.0,2021-03-06,1.0,1655.0,1.0,905.0,1.0,2560.0,2403.0,2403.0,0.5158170461414467,0.18234938545234736
15267,Santa Barbara,18-49,204141.0,204141.0,2021-04-09,2149.0,37650.0,2206.0,31443.0,2979.0,69093.0,135048.0,135048.0,0.33845724278807293,0.15402589386747395
15268,Inyo,65+,4963.0,4963.0,2021-03-14,144.0,827.0,233.0,2004.0,144.0,2831.0,2132.0,2132.0,0.5704211162603264,0.4037880314326012
15269,Santa Barbara,18-49,204141.0,204141.0,2021-04-08,2111.0,36877.0,2098.0,29237.0,2961.0,66114.0,138027.0,138027.0,0.32386438784957455,0.14321963740747817
15270,Inyo,65+,4963.0,4963.0,2021-03-08,7.0,1573.0,87.0,994.0,7.0,2567.0,2396.0,2396.0,0.5172274833769898,0.2002820874471086
15271,Santa Barbara,18-49,204141.0,204141.0,2021-04-07,2206.0,36014.0,952.0,27139.0,2416.0,63153.0,140988.0,140988.0,0.30935970726115775,0.13294242704797174
15272,Inyo,65+,4963.0,4963.0,2021-03-23,17.0,674.0,44.0,2238.0,20.0,2912.0,2051.0,2051.0,0.5867418899858956,0.45093693330646784
15273,Santa Barbara,18-49,204141.0,204141.0,2021-04-06,1977.0,34550.0,1163.0,26187.0,2221.0,60737.0,143404.0,143404.0,0.2975247500502104,0.12827898364365806
15274,Inyo,65+,4963.0,4963.0,2021-03-26,16.0,660.0,1.0,2310.0,17.0,2970.0,1993.0,1993.0,0.5984283699375378,0.46544428772919605
15275,Santa Barbara,18-49,204141.0,204141.0,2021-04-05,1056.0,33492.0,622.0,25024.0,1150.0,58516.0,145625.0,145625.0,0.28664501496514666,0.1225819409133883
15276,Kern,0-17,252241.0,27756.0,2021-04-16,193.0,3000.0,80.0,621.0,193.0,3621.0,248620.0,24135.0,0.01435531892119045,0.0024619312482903255
15277,Santa Barbara,18-49,204141.0,204141.0,2021-04-04,313.0,32964.0,232.0,24402.0,332.0,57366.0,146775.0,146775.0,0.2810116537099358,0.1195350272605699
15278,Inyo,65+,4963.0,4963.0,2021-03-31,14.0,607.0,16.0,2397.0,16.0,3004.0,1959.0,1959.0,0.6052790650816039,0.48297400765665927
15279,Santa Barbara,18-49,204141.0,204141.0,2021-04-03,1112.0,32864.0,582.0,24170.0,1153.0,57034.0,147107.0,147107.0,0.2793853268084314,0.11839855785951867
15280,Inyo,65+,4963.0,4963.0,2021-04-05,3.0,591.0,10.0,2440.0,5.0,3031.0,1932.0,1932.0,0.610719322990127,0.4916381221035664
15281,Santa Barbara,18-49,204141.0,204141.0,2021-04-02,1582.0,32293.0,1714.0,23588.0,2013.0,55881.0,148260.0,148260.0,0.27373726982820695,0.11554758720688152
15282,Inyo,50-64,3650.0,3650.0,2020-12-21,31.0,83.0,0.0,0.0,31.0,83.0,3567.0,3567.0,0.02273972602739726,0.0
15283,Santa Barbara,18-49,204141.0,204141.0,2021-04-01,1943.0,31994.0,1253.0,21874.0,2079.0,53868.0,150273.0,150273.0,0.2638764383440857,0.10715142964911507
15284,Inyo,65+,4963.0,4963.0,2021-04-13,9.0,515.0,15.0,2597.0,9.0,3112.0,1851.0,1851.0,0.6270400967156962,0.5232722143864598
15285,Santa Barbara,18-49,204141.0,204141.0,2021-03-31,2366.0,31168.0,1712.0,20621.0,2389.0,51789.0,152352.0,152352.0,0.2536923009096654,0.1010135151684375
15286,Inyo,65+,4963.0,4963.0,2021-04-15,12.0,503.0,18.0,2623.0,12.0,3126.0,1837.0,1837.0,0.6298609711867822,0.5285109812613339
15287,Santa Barbara,18-49,204141.0,204141.0,2021-03-30,2125.0,30491.0,1095.0,18909.0,2200.0,49400.0,154741.0,154741.0,0.2419896052238404,0.09262715476068012
15288,Inyo,65+,4963.0,4963.0,2021-04-18,0.0,506.0,0.0,2623.0,0.0,3129.0,1834.0,1834.0,0.6304654442877292,0.5285109812613339
15289,Santa Barbara,18-49,204141.0,204141.0,2021-03-29,1087.0,29386.0,198.0,17814.0,1113.0,47200.0,156941.0,156941.0,0.23121274021387178,0.08726321513071847
15290,Inyo,65+,4963.0,4963.0,2021-04-22,6.0,469.0,14.0,2676.0,6.0,3145.0,1818.0,1818.0,0.6336893008261132,0.539190006044731
15291,Santa Barbara,18-49,204141.0,204141.0,2021-03-28,777.0,28471.0,353.0,17616.0,792.0,46087.0,158054.0,158054.0,0.2257606262338286,0.0862932972798213
